Player,Team,Pos,Speed,Power,Speed+Power,Def Boost,EPM,EPM Off,EPM Def,Off -12,Off -11,Off -10,Off -9,Off -8,Off -7,Off -6,Off -5,Off -4,Off -3,Off -2,Off -1,Off +0,Off +1,Off +2,Off +3,Off +4,Off +5,Off +6,Off +7,Off +8,Off +9,Off +10,Off +11,Off +12,Off +13,Off +14,Off +15,Off +16,Off +17,Off +18,Total Advantages,Total Disadvantages,Neutral Matchups,Adv by Speed,Adv by Power,Adv by Both,Off Adv Magnitude,Off Dis Magnitude,Off Net Magnitude,Off Mean Roll Bonus,Off Max,Off Min,Off Blunted by Opp Def,Off Neutralised by Opp Def,Def -12,Def -11,Def -10,Def -9,Def -8,Def -7,Def -6,Def -5,Def -4,Def -3,Def -2,Def -1,Def +0,Def +1,Def +2,Def +3,Def +4,Def +5,Def +6,Def +7,Def +8,Def +9,Def +10,Def +11,Def +12,Def +13,Def +14,Def +15,Def +16,Def +17,Def +18,Advantages Allowed,Penalties Forced,Neutrals Allowed,Def Magnitude Allowed,Def Net Magnitude,Def Mean Allowed,Def Blunted (his Def Boost),Def Neutralised (his Def Boost),Net Edge,Budget Net Edge,Def Boost Credit,Net Edge z,EPM z,Residual,Off Residual,Def Residual
Bilal Coulibaly,WAS,SG,10,7,17,1,-0.8105,-1.3147,0.5042,0,0,0,0,0,0,1,2,2,22,29,26,72,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,199,82,72,119,10,70,581,174,407,1.153,8,-6,61,28,0,0,0,0,0,0,0,2,7,12,21,32,77,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,0,202,74,77,693,545,1.5439,242,40,-0.3909,-0.9037,0.5127,-0.0619,-0.2589,0.197,0.3495,-0.303
De'Andre Hunter,SAC,SF,7,7,14,-1,-1.913,-1.2,-0.7131,0,0,0,0,1,0,2,9,14,33,47,55,81,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,161,81,31,47,33,216,369,-153,-0.4334,5,-8,15,11,0,0,0,0,0,0,0,0,2,7,9,15,24,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,296,33,24,1305,1243,3.5212,0,0,-3.9547,-3.9122,-0.0425,-0.7859,-0.726,-0.0599,-0.2932,-0.1186
Naz Reid,CHA,C,7,11,18,1,-0.1121,-0.652,0.5399,0,0,0,0,0,0,0,1,4,8,16,21,49,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,254,50,49,6,190,58,910,98,812,2.3003,9,-5,67,18,0,0,0,0,0,0,0,1,5,10,13,31,94,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,199,60,94,707,595,1.6856,249,50,0.6147,0.0992,0.5156,0.1425,0.037,0.1055,0.4257,-0.3948
Ausar Thompson,DET,SF,13,12,25,4,3.1885,-0.9614,4.1499,0,0,0,0,0,0,0,0,0,0,1,1,17,17,35,33,52,59,51,50,18,11,7,1,0,0,0,0,0,0,0,334,2,17,57,51,226,1669,3,1666,4.7195,11,-2,132,13,0,0,0,6,8,12,24,26,43,41,41,42,103,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,243,103,13,-882,-2.4986,167,70,7.2181,7.119,0.0992,1.484,1.4353,0.0488,1.4759,-1.6688
Moussa Diabaté,CHA,C,9,13,22,1,1.4752,0.7899,0.6854,0,0,0,0,0,0,0,0,0,1,4,8,32,22,32,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,308,13,32,7,158,143,1504,19,1485,4.2068,11,-3,102,17,0,0,0,0,0,1,5,10,13,31,45,50,83,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,0,0,115,155,83,355,-17,-0.0482,153,38,4.255,4.1105,0.1445,0.882,0.7095,0.1726,0.3747,0.231
Jalen Green,PHX,SG,12,7,19,-1,0.0266,0.5351,-0.5085,0,0,0,0,0,0,0,2,0,10,21,19,47,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,52,47,174,0,80,1046,101,945,2.6771,10,-5,93,17,0,0,0,0,0,0,0,2,7,13,29,36,42,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,87,42,820,649,1.8385,0,0,0.8385,1.102,-0.2635,0.1879,0.0957,0.0922,-0.0546,0.4347
Jeremiah Fears,NOP,PG,8,5,13,-1,-2.5917,-1.4314,-1.1603,0,0,0,0,1,2,2,22,29,26,45,51,67,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,108,178,67,86,1,21,224,479,-255,-0.7224,6,-8,15,10,0,0,0,0,0,0,0,0,0,2,7,12,20,32,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,312,21,20,1527,1495,4.2351,0,0,-4.9575,-4.915,-0.0425,-0.9896,-1.0135,0.0239,-0.2788,-0.0453
Cedric Coward,MEM,SG,12,8,20,0,0.7397,0.6566,0.0831,0,0,0,0,0,0,0,1,1,3,16,20,44,37,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,268,41,44,148,14,106,1063,70,993,2.813,10,-5,94,15,0,0,0,0,0,0,2,7,13,26,37,36,43,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,189,121,43,631,344,0.9745,0,0,1.8385,2.1048,-0.2663,0.3911,0.3978,-0.0067,-0.068,0.3031
Zach Edey,MEM,C,6,14,20,0,0.9009,0.6235,0.2774,0,0,0,0,0,0,0,1,2,2,7,4,20,16,24,29,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,317,16,20,0,288,29,1797,37,1760,4.9858,12,-5,105,12,0,0,0,0,0,0,0,0,1,5,10,15,35,50,50,46,36,20,29,18,16,11,6,3,2,0,0,0,0,0,0,287,31,35,1176,1122,3.1785,0,0,1.8074,2.1048,-0.2975,0.3848,0.4661,-0.0814,0.7477,-0.8165
Ajay Mitchell,OKC,SG,14,10,24,2,2.7281,0.5663,2.1618,0,0,0,0,0,0,0,0,0,1,1,3,32,19,29,37,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,316,5,32,115,11,190,1676,8,1668,4.7252,12,-3,127,17,0,0,0,0,2,7,13,26,37,36,44,35,108,18,11,4,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,45,200,108,111,-541,-1.5326,177,61,6.2578,6.1161,0.1416,1.2889,1.2402,0.0487,0.6817,-0.3881
Tari Eason,HOU,PF,9,10,19,1,0.2359,-0.9231,1.1591,0,0,0,0,0,0,0,1,1,5,9,19,69,42,60,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,249,35,69,48,99,102,781,61,720,2.0397,8,-5,70,25,0,0,0,0,0,0,3,9,9,16,37,36,93,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,0,0,0,150,110,93,463,206,0.5836,195,45,1.4561,1.102,0.3541,0.3134,0.1844,0.129,0.4712,-0.447
Harrison Barnes,SAS,PF,8,9,17,-1,-0.4288,0.2247,-0.6535,0,0,0,0,0,0,1,1,5,9,19,45,66,60,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,207,80,66,36,100,71,532,141,391,1.1076,7,-6,45,16,0,0,0,0,0,0,0,3,9,9,16,37,35,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,0,244,74,35,902,755,2.1388,0,0,-1.0312,-0.9037,-0.1275,-0.1919,-0.0972,-0.0947,-0.4695,0.4287
Moses Moody,GSW,SG,12,11,23,2,2.215,0.4858,1.7292,0,0,0,0,0,0,0,0,0,1,1,5,29,35,33,52,59,51,50,18,11,7,1,0,0,0,0,0,0,0,0,317,7,29,69,63,185,1335,10,1325,3.7535,10,-3,119,17,0,0,0,0,6,8,12,24,26,43,41,41,106,19,10,10,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,46,201,106,103,-549,-1.5552,188,65,5.3088,5.1133,0.1955,1.0961,1.0229,0.0733,0.3666,-0.0087
Isaiah Collier,UTA,PG,6,4,10,-2,-3.7355,-1.5404,-2.1951,0,0,0,2,1,7,30,24,37,60,63,60,40,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,284,40,20,0,9,52,889,-837,-2.3711,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,2,7,9,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,335,9,9,1973,1962,5.5581,0,0,-7.9292,-7.9235,-0.0057,-1.5934,-1.4981,-0.0952,-0.8278,0.2664
Jarace Walker,IND,PF,5,5,10,-1,-3.5798,-2.4026,-1.1773,0,0,1,0,2,9,14,33,47,55,71,58,34,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,290,34,7,13,9,45,891,-846,-2.3966,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,15,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,336,9,8,1962,1951,5.5269,0,0,-7.9235,-7.9235,0,-1.5922,-1.4322,-0.1601,-0.3878,-0.5898
Trae Young,WAS,PG,15,8,23,-2,1.4784,3.3246,-1.8461,0,0,0,0,0,0,0,0,0,1,4,6,24,13,22,29,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,318,11,24,198,0,120,1952,17,1935,5.4816,13,-3,132,14,0,0,0,0,0,0,2,7,13,29,37,46,45,37,47,28,21,16,9,4,7,2,1,1,1,0,0,0,0,0,0,174,134,45,568,262,0.7422,0,0,4.7394,5.1133,-0.3739,0.9804,0.7108,0.2696,-0.478,2.0518
Neemias Queta,BOS,C,9,16,25,2,3.1523,1.0515,2.1008,0,0,0,0,0,0,0,0,0,0,2,3,12,11,7,17,24,29,47,30,51,40,31,27,13,7,2,0,0,0,0,336,5,12,0,186,150,2459,7,2452,6.9462,14,-2,125,7,0,0,0,0,0,1,5,10,15,35,51,49,101,29,19,16,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,86,166,101,221,-182,-0.5156,246,55,7.4618,7.119,0.3428,1.5335,1.4199,0.1136,1.2449,-0.776
Egor Dëmin,BKN,PG,10,6,16,-1,-0.8537,-0.2475,-0.6062,0,0,0,0,0,1,1,3,16,20,30,30,61,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,191,101,61,142,2,47,564,242,322,0.9122,8,-7,57,25,0,0,0,0,0,0,0,0,2,7,13,26,36,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,269,48,36,1133,1052,2.9802,0,0,-2.068,-1.9065,-0.1615,-0.4026,-0.2772,-0.1254,-0.2952,0.0242
Nique Clifford,SAC,SG,7,5,12,0,-2.8567,-2.6704,-0.1863,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.1258,-0.0618,0.1265,-1.016
Jake LaRavia,LAL,PF,7,8,15,0,-1.2971,-1.2938,-0.0033,0,0,0,0,0,1,1,5,9,19,45,51,75,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,147,131,75,27,83,37,325,272,53,0.1501,6,-7,29,17,0,0,0,0,0,0,0,0,3,9,9,16,36,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,280,37,36,1182,1109,3.1416,0,0,-2.9915,-2.9093,-0.0822,-0.5902,-0.4651,-0.1251,-0.0299,-0.5607
Coby White,CHA,SG,13,8,21,-1,1.0632,2.0979,-1.0348,0,0,0,0,0,0,0,0,2,0,10,21,32,34,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,288,33,32,168,5,115,1334,49,1285,3.6402,11,-4,107,14,0,0,0,0,0,0,2,7,13,29,36,43,44,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,0,179,130,44,596,295,0.8357,0,0,2.8045,3.1076,-0.3031,0.5874,0.5349,0.0525,-0.5153,1.3182
Derik Queen,NOP,C,5,7,12,-1,-2.7761,-1.6692,-1.1068,0,0,0,0,1,3,7,12,30,48,53,59,59,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,213,59,1,65,15,165,560,-395,-1.119,5,-8,10,8,0,0,0,0,0,0,0,0,0,1,3,11,8,23,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,330,15,8,1724,1704,4.8272,0,0,-5.9462,-5.9178,-0.0283,-1.1905,-1.0916,-0.0989,-0.3005,-0.3472
Jakob Poeltl,TOR,C,7,13,20,0,0.6697,0.3032,0.3665,0,0,0,0,0,0,0,1,2,3,9,8,28,25,29,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,302,23,28,1,238,63,1481,48,1433,4.0595,11,-5,93,12,0,0,0,0,0,0,0,1,5,10,15,35,48,51,41,41,20,28,19,17,11,6,3,2,0,0,0,0,0,0,0,239,66,48,903,783,2.2181,0,0,1.8414,2.1048,-0.2635,0.3917,0.3682,0.0235,0.5742,-0.4771
Anfernee Simons,PHI,SG,11,7,18,-1,-0.2345,1.0607,-1.2953,0,0,0,0,0,0,1,1,3,16,20,30,51,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,231,71,51,151,1,79,795,141,654,1.8527,9,-6,79,22,0,0,0,0,0,0,0,2,7,13,26,37,35,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,233,85,35,864,698,1.9773,0,0,-0.1246,0.0992,-0.2238,-0.0078,-0.0149,0.0071,-0.6315,1.0468
Sam Hauser,BOS,PF,9,11,20,0,0.8589,0.9323,-0.0734,0,0,0,0,0,0,0,0,1,3,7,12,54,45,41,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,276,23,54,28,126,122,987,39,948,2.6856,9,-4,83,25,0,0,0,0,0,1,3,11,9,23,34,50,42,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,0,180,131,42,591,288,0.8159,0,0,1.8697,2.1048,-0.2351,0.3974,0.4483,-0.0509,-0.2585,0.5054
Tristan Da Silva,ORL,SF,8,8,16,0,-1.2058,-1.0853,-0.1206,0,0,0,0,0,1,0,2,9,14,33,47,77,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,170,106,77,50,63,57,386,208,178,0.5042,6,-7,38,23,0,0,0,0,0,0,0,2,7,9,15,25,40,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,255,58,40,1009,889,2.5184,0,0,-2.0142,-1.9065,-0.1076,-0.3916,-0.4264,0.0348,-0.0085,-0.1909
Bruce Brown,DEN,SG,6,4,10,0,-3.7102,-3.3359,-0.3744,0,0,0,2,1,7,30,24,37,60,63,60,40,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,284,40,20,0,9,52,889,-837,-2.3711,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,2,7,9,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,335,9,9,1973,1962,5.5581,0,0,-7.9292,-7.9235,-0.0057,-1.5934,-1.4874,-0.106,0.108,-1.2892
Cody Williams,MIN,SG,5,4,9,-2,-4.3906,-2.7254,-1.6652,0,0,1,1,5,13,27,33,49,70,63,53,19,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,315,19,10,3,6,28,1062,-1034,-2.9292,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,24,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,340,6,7,2123,2117,5.9972,0,0,-8.9263,-8.9263,0,-1.7959,-1.7756,-0.0203,-0.4152,-0.3763
Terance Mann,BKN,SG,8,6,14,-1,-1.8217,-1.2882,-0.5335,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,23,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,38,23,1322,1254,3.5524,0,0,-3.9575,-3.9122,-0.0453,-0.7865,-0.6873,-0.0992,-0.2368,-0.2855
Bobby Portis,MIA,PF,6,8,14,-2,-1.7766,0.3155,-2.0921,0,0,0,0,0,1,3,7,12,30,48,53,74,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,125,154,74,5,96,24,290,347,-57,-0.1615,6,-7,26,16,0,0,0,0,0,0,0,0,1,3,11,9,22,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,307,24,22,1394,1350,3.8244,0,0,-3.9858,-3.9122,-0.0737,-0.7922,-0.6682,-0.124,-0.9832,0.9285
Dennis Schröder,CHA,PG,8,5,13,-1,-2.3606,-1.7246,-0.636,0,0,0,0,1,2,2,22,29,26,45,51,67,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,108,178,67,86,1,21,224,479,-255,-0.7224,6,-8,15,10,0,0,0,0,0,0,0,0,0,2,7,12,20,32,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,312,21,20,1527,1495,4.2351,0,0,-4.9575,-4.915,-0.0425,-0.9896,-0.9156,-0.074,-0.1259,-0.4933
Isaiah Hartenstein,OKC,C,9,16,25,3,3.5653,0.9526,2.6127,0,0,0,0,0,0,0,0,0,0,2,3,12,11,7,17,24,29,47,30,51,40,31,27,13,7,2,0,0,0,0,336,5,12,0,186,150,2459,7,2452,6.9462,14,-2,125,7,0,0,0,0,0,1,5,10,15,35,51,49,130,19,16,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,57,166,130,135,-268,-0.7592,332,84,7.7054,7.119,0.5864,1.583,1.5949,-0.0119,1.2964,-1.108
Tre Johnson,WAS,SG,7,5,12,-2,-2.8277,-1.1665,-1.6612,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.1135,-0.0741,-0.6573,0.2441
Precious Achiuwa,SAC,C,8,10,18,0,-0.2734,-0.543,0.2696,0,0,0,0,0,0,0,1,3,7,12,30,69,41,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,231,53,69,30,124,77,711,92,619,1.7535,8,-5,58,22,0,0,0,0,0,0,1,3,11,9,23,34,49,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,223,81,49,814,642,1.8187,0,0,-0.0652,0.0992,-0.1643,0.0043,-0.0314,0.0357,0.168,-0.2215
Cam Spencer,MEM,SG,12,7,19,-1,0.4978,1.9248,-1.4271,0,0,0,0,0,0,0,2,0,10,21,19,47,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,52,47,174,0,80,1046,101,945,2.6771,10,-5,93,17,0,0,0,0,0,0,0,2,7,13,29,36,42,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,87,42,820,649,1.8385,0,0,0.8385,1.102,-0.2635,0.1879,0.2953,-0.1074,-0.779,1.2195
Dominick Barlow,PHI,PF,7,9,16,1,-0.9602,-1.6122,0.6519,0,0,0,0,0,0,1,3,7,12,30,48,62,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,190,101,62,19,126,45,480,193,287,0.813,7,-6,36,10,0,0,0,0,0,0,0,1,3,11,9,23,83,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,223,47,83,814,723,2.0482,273,50,-1.2351,-1.9065,0.6714,-0.2334,-0.3223,0.089,0.3796,-0.6474
Collin Sexton,LAL,SG,11,7,18,0,-0.136,0.2738,-0.4099,0,0,0,0,0,0,1,1,3,16,20,30,51,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,231,71,51,151,1,79,795,141,654,1.8527,9,-6,79,22,0,0,0,0,0,0,0,2,7,13,26,37,35,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,233,85,35,864,698,1.9773,0,0,-0.1246,0.0992,-0.2238,-0.0078,0.0268,-0.0346,-0.2213,0.2904
Mark Williams,PHX,C,7,12,19,0,0.2072,0.2437,-0.0365,0,0,0,0,0,0,0,1,2,5,13,15,38,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,279,36,38,2,215,62,1181,69,1112,3.1501,10,-5,82,16,0,0,0,0,0,0,0,1,5,10,15,33,47,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,0,242,64,47,923,805,2.2805,0,0,0.8697,1.102,-0.2323,0.1943,0.1722,0.022,0.2711,-0.1598
Brice Sensabaugh,UTA,SF,7,7,14,-2,-2.0072,0.2529,-2.2601,0,0,0,0,1,0,2,9,14,33,47,55,81,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,161,81,31,47,33,216,369,-153,-0.4334,5,-8,15,11,0,0,0,0,0,0,0,0,2,7,9,15,24,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,296,33,24,1305,1243,3.5212,0,0,-3.9547,-3.9122,-0.0425,-0.7859,-0.7659,-0.02,-1.0505,1.2031
Kyle Filipowski,UTA,C,6,9,15,-1,-1.3282,0.1705,-1.4988,0,0,0,0,0,0,2,6,8,21,30,53,59,53,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,174,120,59,3,145,26,457,250,207,0.5864,7,-6,33,9,0,0,0,0,0,0,0,0,1,5,9,13,21,45,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,304,28,21,1317,1267,3.5892,0,0,-3.0028,-2.9093,-0.0935,-0.5925,-0.4783,-0.1142,-0.6328,0.5233
Kris Murray,MEM,SF,8,7,15,1,-1.3708,-2.472,1.1012,0,0,0,0,0,1,1,5,13,27,33,49,86,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,138,129,86,58,31,49,290,286,4,0.0113,6,-7,24,17,0,0,0,0,0,0,0,0,6,8,12,24,68,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,0,235,50,68,873,777,2.2011,278,43,-2.1898,-2.9093,0.7195,-0.4273,-0.4963,0.069,0.5332,-1.0974
Keldon Johnson,SAS,SF,9,9,18,0,-0.1242,-0.212,0.0878,0,0,0,0,0,0,1,0,2,9,14,33,67,57,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,227,59,67,56,77,94,613,102,511,1.4476,7,-6,59,21,0,0,0,0,0,0,2,7,9,15,25,41,35,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,0,219,99,35,754,535,1.5156,0,0,-0.068,0.0992,-0.1671,0.0038,0.0319,-0.0281,-0.117,0.0649
Svi Mykhailiuk,UTA,SF,10,8,18,-1,-0.2709,0.454,-0.725,0,0,0,0,0,0,0,2,1,7,30,24,66,54,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,223,64,66,103,34,86,630,119,511,1.4476,8,-5,70,30,0,0,0,0,0,0,2,7,10,19,24,32,45,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,0,214,94,45,770,546,1.5467,0,0,-0.0992,0.0992,-0.1983,-0.0026,-0.0303,0.0277,-0.4641,0.7459
De'Anthony Melton,GSW,PG,11,7,18,1,-0.004,-0.9388,0.9348,0,0,0,0,0,0,1,1,3,16,20,30,51,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,231,71,51,151,1,79,795,141,654,1.8527,9,-6,79,22,0,0,0,0,0,0,0,2,7,13,26,37,79,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,189,85,79,631,465,1.3173,233,44,0.5354,0.0992,0.4363,0.1263,0.0828,0.0436,0.4107,-0.5729
Landry Shamet,NYK,SG,10,7,17,0,-0.3254,-0.5572,0.2319,0,0,0,0,0,0,1,2,2,22,29,26,72,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,199,82,72,119,10,70,581,174,407,1.153,8,-6,61,28,0,0,0,0,0,0,0,2,7,12,21,32,37,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,242,74,37,935,787,2.2295,0,0,-1.0765,-0.9037,-0.1728,-0.2011,-0.0534,-0.1478,-0.0453,-0.367
Ziaire Williams,LAL,SF,9,7,16,1,-1.0298,-1.9955,0.9656,0,0,0,0,0,0,2,1,7,30,24,37,83,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,169,101,83,89,19,61,407,220,187,0.5297,7,-6,40,24,0,0,0,0,0,0,0,2,7,10,19,24,77,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,0,214,62,77,770,640,1.813,260,46,-1.2833,-1.9065,0.6232,-0.2431,-0.3518,0.1087,0.4753,-0.8137
Khris Middleton,WAS,SF,6,6,12,-1,-2.6595,-1.4612,-1.1982,0,0,0,1,0,2,9,14,33,47,55,71,61,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,232,61,11,31,18,105,601,-496,-1.4051,4,-9,4,4,0,0,0,0,0,0,0,0,0,2,7,9,14,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,321,18,14,1626,1597,4.5241,0,0,-5.9292,-5.9178,-0.0113,-1.187,-1.0422,-0.1448,-0.5141,-0.138
Isaiah Stewart,MEM,C,7,11,18,1,-0.2226,-0.9459,0.7233,0,0,0,0,0,0,0,1,4,8,16,21,49,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,254,50,49,6,190,58,910,98,812,2.3003,9,-5,67,18,0,0,0,0,0,0,0,1,5,10,13,31,94,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,199,60,94,707,595,1.6856,249,50,0.6147,0.0992,0.5156,0.1425,-0.0099,0.1523,0.5789,-0.5515
Ty Jerome,MEM,SG,15,10,25,0,3.6412,3.4227,0.2185,0,0,0,0,0,0,0,0,0,0,2,0,24,18,21,34,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,327,2,24,126,9,192,1970,4,1966,5.5694,13,-2,134,15,0,0,0,0,2,7,13,29,36,43,45,32,48,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,98,207,48,270,-413,-1.17,0,0,6.7394,7.119,-0.3796,1.3868,1.6271,-0.2403,-0.4969,1.1152
Dylan Harper,SAS,SG,12,9,21,1,1.2662,0.2096,1.0566,0,0,0,0,0,0,0,0,1,2,2,22,44,33,50,41,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,282,27,44,111,28,143,1112,36,1076,3.0482,10,-4,100,16,0,0,0,0,0,2,7,12,21,32,38,40,79,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,0,0,0,122,152,79,325,-87,-0.2465,166,44,3.2946,3.1076,0.187,0.6869,0.6209,0.066,0.2514,-0.0004
Jamal Shead,TOR,PG,11,6,17,1,-0.6309,-1.2692,0.6384,0,0,0,0,0,0,2,0,10,21,19,31,40,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,230,83,40,181,0,49,792,184,608,1.7224,9,-6,76,20,0,0,0,0,0,0,0,0,2,7,13,29,78,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,51,78,820,736,2.085,267,43,-0.3626,-0.9037,0.5411,-0.0561,-0.1828,0.1267,0.535,-0.6518
